PREGUNTA,Parte,Dificultad,OPCION_CORRECTA,TEXTO,Discriminacion,_,__
"Choose the sentence that best explains what the speaker means.<br><br>""Gee! I wonder what Jane&#146;s problem is.""",3.0,0.9274301064,S,a) Jane&#146;s acting weird and the speaker is confused.,1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br>I can&#146;t tell whether they&#146;ll come.,3.0,-0.25345146350000003,N,c) They&#146;ll come if the weather is o.k.,1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br>I can&#146;t tell whether they&#146;ll come.,3.0,-0.25345146350000003,S,b) The speaker doesn&#146;t know if they&#146;ll come.  ,1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br>I can&#146;t tell whether they&#146;ll come.,3.0,-0.25345146350000003,N,a) The speaker is not allowed to say anything.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>I don&#146;t like strawberry ice cream. However, I&#146;m partial to chocolate flavor.",3.0,-0.5846425701,N,a) He likes both strawberry and chocolate ice cream.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>I don&#146;t like strawberry ice cream. However, I&#146;m partial to chocolate flavor.",3.0,-0.5846425701,S,b) He&#8217;s not fond of strawberry ice cream; He&#8217;d rather have chocolate. ,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>I don&#146;t like strawberry ice cream. However, I&#146;m partial to chocolate flavor.",3.0,-0.5846425701,N,"c) In spite of his disliking chocolate ice cream, he&#8217;d have one any way.",1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>I used to play football when I was young, but now I&#146;m too heavy and rusty to play.",2.0,2.022056587,N,a) He was out of shape and not a good football player in the past.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>I used to play football when I was young, but now I&#146;m too heavy and rusty to play.",2.0,2.022056587,N,c) He has always been a good football player.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>I used to play football when I was young, but now I&#146;m too heavy and rusty to play.",2.0,2.022056587,S,b) He didn&#8217;t use to be chubby and out of practice as he is now.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>Jim doesn&#146;t have a girlfriend, but he used to.",2.0,1.8820276000000002,S,"a) He had a girlfriend, but he doesn&#8217;t anymore.",1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>Jim doesn&#146;t have a girlfriend, but he used to.",2.0,1.8820276000000002,N,b) He still has a girlfriend.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>Jim doesn&#146;t have a girlfriend, but he used to.",2.0,1.8820276000000002,N,c) He has never had a girlfriend.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>John was in London for a year, but he could never get used to the insipid food and the miserable weather.",2.0,-2.123812533,N,c) John eventually started to like the food and the weather in England.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>John was in London for a year, but he could never get used to the insipid food and the miserable weather.",2.0,-2.123812533,S,"b) While being in England, John had a hard time with the food and the weather.",1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>John was in London for a year, but he could never get used to the insipid food and the miserable weather.",2.0,-2.123812533,N,a) John loves the English climate. ,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>Karen is plump. Her cousin Kate, on the other hand, is slim.",3.0,1.340673802,N,c) Neither of them is thin.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>Karen is plump. Her cousin Kate, on the other hand, is slim.",3.0,1.340673802,N,b) They&#8217;re both heavy.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>Karen is plump. Her cousin Kate, on the other hand, is slim.",3.0,1.340673802,S,"a) While Kate is chubby, her cousin is slender.",1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br>Listen to that music! Even my grandfather is dancing.,1.0,-1.4851774580000001,N,c)This kind of music is especially made for grandfathers.,1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br>Listen to that music! Even my grandfather is dancing.,1.0,-1.4851774580000001,S,b)The music is excellent. My grandfather rarely dances.,1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br>Listen to that music! Even my grandfather is dancing.,1.0,-1.4851774580000001,N,a)My grand dad hates this music.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>She&#146;s extremely rich. She&#146;s not snobbish, though.",3.0,1.3891988130000001,N,"c) Since she doesn&#146;t have a lot of money, she shouldn&#146;t be snobbish.",1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>She&#146;s extremely rich. She&#146;s not snobbish, though.",3.0,1.3891988130000001,S,"b) Despite the fact that she has a lot of money, she&#146;s not a typical arrogant rich person.",1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>She&#146;s extremely rich. She&#146;s not snobbish, though.",3.0,1.3891988130000001,N,a) No one can stand her because she&#8217;s always trying to show off.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>Since the weather forecast warned us about the bad weather, I had the children put on two pullovers.",3.0,1.245699997,N,a) I warned the children about the bad weather.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>Since the weather forecast warned us about the bad weather, I had the children put on two pullovers.",3.0,1.245699997,N,b) I prohibited the children to put on the sweaters.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>Since the weather forecast warned us about the bad weather, I had the children put on two pullovers.",3.0,1.245699997,S,c) I made the children put on the sweaters.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>The government is having problems with illegal immigration. Furthermore, the country&#146;s economic policies are failing.",3.0,0.576965645,N,c) Economic policies are failing because of illegal immigration.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>The government is having problems with illegal immigration. Furthermore, the country&#146;s economic policies are failing.",3.0,0.576965645,N,"b) Although illegal immigration has become a problem, the economy has shown some improvement.",1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>The government is having problems with illegal immigration. Furthermore, the country&#146;s economic policies are failing.",3.0,0.576965645,S,a) Both immigration and economic policies need to be improved.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>The union workers will go on a strike, unless the board members accept their petitions.",3.0,1.22389006,S,"b) If the members of the board don&#8217;t improve work conditions, the workers will go on a strike.",1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>The union workers will go on a strike, unless the board members accept their petitions.",3.0,1.22389006,N,c) The members of the board won&#146;t accept any kind of extortion.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>The union workers will go on a strike, unless the board members accept their petitions.",3.0,1.22389006,N,a) The workers went on a strike in spite of the improved work conditions.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>They got me to fry them eggs for breakfast, which took quite long, because our stove is not in perfect order.",3.0,-1.110834547,S,"c) Even though it took me a while, I fried the eggs.",1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>They got me to fry them eggs for breakfast, which took quite long, because our stove is not in perfect order.",3.0,-1.110834547,N,b) I couldn&#8217;t fry the eggs because the stove was broken.,1.0,0.0,0.0
"Choose the sentence that best explains what the speaker means.<br><br>They got me to fry them eggs for breakfast, which took quite long, because our stove is not in perfect order.",3.0,-1.110834547,N,a) They couldn&#8217;t have me fry the eggs.,1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br>Why don&#146;t you put on your coat? You could catch a cold.,2.0,0.1955577109,S,"a) By putting on your coat, you won&#8217;t get sick.",1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br>Why don&#146;t you put on your coat? You could catch a cold.,2.0,0.1955577109,N,b) You&#146;ll catch a cold if you wear your coat.,1.0,0.0,0.0
Choose the sentence that best explains what the speaker means.<br><br>Why don&#146;t you put on your coat? You could catch a cold.,2.0,0.1955577109,N,c) Don&#8217;t put on your coat because you could catch a cold.,1.0,0.0,0.0
"Choose the sentence that means the same as the statement.<br><br>""Don&#146;t fly kites near electric overhead cables."" said my father.",3.0,1.418661305,S,c. My father warned me not to fly kites near electric overhead cables.,1.0,0.0,0.0
"Choose the sentence that means the same as the statement.<br><br>""Don&#146;t fly kites near electric overhead cables."" said my father.",3.0,1.418661305,N,b. My father blamed me for flying kites near electric overhead cables.,1.0,0.0,0.0
"Choose the sentence that means the same as the statement.<br><br>""Don&#146;t fly kites near electric overhead cables."" said my father.",3.0,1.418661305,N,a. My father scolded me for flying kites near electric overhead cables.,1.0,0.0,0.0
"Choose the sentence that means the same as the statement.<br><br>""I&#146;m feeling a little bit under the weather."" he said.",3.0,1.243783195,S,c. He said he was feeling a little sick.,1.0,0.0,0.0
"Choose the sentence that means the same as the statement.<br><br>""I&#146;m feeling a little bit under the weather."" he said.",3.0,1.243783195,N,b. He insisted he didn&#146;t like the weather.,1.0,0.0,0.0
"Choose the sentence that means the same as the statement.<br><br>""I&#146;m feeling a little bit under the weather."" he said.",3.0,1.243783195,N,a. He said he would check the weather report.,1.0,0.0,0.0
"Choose the sentence that means the same as the statement.<br><br>""I promise I will eventually take you to Prague."" said Mary. ",3.0,1.809392295,S,c. Mary assured me I would be taken to Prague one day.,1.0,0.0,0.0
